"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.786247875E0,-3.948788452E-1,-8.681945801E-3,9.780810699E0
1.796269875E0,-3.829037476E-1,-5.388793945E-3,9.764045563E0
1.806291875E0,-3.966751099E-1,-6.137237549E-3,9.779463501E0
1.816312875E0,-3.887416077E-1,7.484436035E-4,9.767937469E0
1.826334875E0,-3.758683777E-1,-4.041595459E-3,9.783505096E0
1.836355875E0,-3.736230469E-1,-0.000000000E0,9.776619415E0
1.846377875E0,-3.712280273E-1,-6.885681152E-3,9.772428131E0
1.856398875E0,-3.836521912E-1,-6.735992432E-3,9.774374084E0
1.866420875E0,-3.962260437E-1,-7.185058594E-3,9.781858521E0
1.876442875E0,-3.674858093E-1,5.239105225E-3,9.776918793E0
1.886463875E0,-3.782633972E-1,1.661544800E-2,9.777367859E0
1.896485875E0,-3.611988831E-1,2.095642090E-3,9.781559143E0
1.906506875E0,-3.875440979E-1,4.490661621E-4,9.757758636E0
1.916528875E0,-3.697311401E-1,1.796264648E-3,9.780211945E0
1.926549875E0,-3.531156921E-1,2.395019531E-3,9.770332489E0
1.936571875E0,-3.833528137E-1,2.993774414E-3,9.775721283E0
1.946593875E0,-3.854484558E-1,-7.484436035E-3,9.773026886E0
1.956614875E0,-3.700305176E-1,-7.634124756E-3,9.765692139E0
1.966636875E0,-3.791615295E-1,9.729766846E-3,9.771529999E0
1.976657875E0,-3.829037476E-1,5.239105225E-3,9.770033112E0
1.986679875E0,-3.677851868E-1,-1.197509766E-3,9.769584045E0
1.996700875E0,-3.879931641E-1,9.430389404E-3,9.766440582E0
2.006722875E0,-3.909869385E-1,1.242416382E-2,9.777816925E0
2.016744875E0,-3.727249146E-1,4.340972900E-3,9.782906342E0
2.026765875E0,-3.839515686E-1,2.544708252E-3,9.768536224E0
2.036787875E0,-3.776646423E-1,5.388793945E-3,9.778864746E0
2.046808875E0,-3.782633972E-1,-3.592529297E-3,9.773775330E0
2.056830875E0,-3.811074829E-1,1.152603149E-2,9.778864746E0
2.066852875E0,-3.571572876E-1,-8.981323242E-3,9.768985291E0
2.076873875E0,-3.731739807E-1,-4.490661621E-3,9.772727509E0
2.086895875E0,-3.766168213E-1,5.987548828E-4,9.770781555E0
2.096916875E0,-3.742218018E-1,1.496887207E-4,9.780211945E0
2.106938875E0,-3.785627747E-1,-9.280700684E-3,9.787097626E0
2.116959875E0,-3.722758484E-1,-3.742218018E-3,9.772877197E0
2.126981875E0,-3.823049927E-1,8.831634521E-3,9.774374084E0
2.137003875E0,-3.772155762E-1,5.987548828E-4,9.777517548E0
2.147024875E0,-3.655398560E-1,-2.395019531E-3,9.776918793E0
2.157046875E0,-3.820056152E-1,5.388793945E-3,9.766739960E0
2.167067875E0,-3.902384949E-1,-4.790039062E-3,9.768386536E0
2.177089875E0,-3.742218018E-1,1.047821045E-3,9.773475952E0
2.187111875E0,-3.826043701E-1,4.640350342E-3,9.774673462E0
2.197132875E0,-3.769161987E-1,-2.245330811E-3,9.771829376E0
2.207154875E0,-3.683839417E-1,1.152603149E-2,9.762548676E0
2.217175875E0,-3.766168213E-1,2.993774414E-3,9.774224396E0
2.227197875E0,-3.698808289E-1,2.694396973E-3,9.776918793E0
2.237218875E0,-3.694317627E-1,3.592529297E-3,9.769584045E0
2.247240875E0,-3.757186890E-1,9.729766846E-3,9.773326263E0
2.257262875E0,-3.725752258E-1,1.496887207E-4,9.789941711E0
2.267283875E0,-3.558100891E-1,4.490661621E-3,9.771679688E0
2.277305875E0,-3.685336304E-1,-1.302291870E-2,9.771080933E0
2.287326875E0,-3.631448364E-1,8.232879639E-3,9.785750427E0
2.297348875E0,-3.866459656E-1,1.122665405E-2,9.775272217E0
2.307369875E0,-3.824546814E-1,5.089416504E-3,9.774972839E0
2.317391875E0,-3.728746033E-1,3.143463135E-3,9.775122528E0
2.327414250E0,-3.749702454E-1,-4.490661621E-4,9.771380310E0
2.337435250E0,-3.806584167E-1,5.239105225E-3,9.786199493E0
2.347457250E0,-3.757186890E-1,1.227447510E-2,9.782307587E0
2.357478250E0,-3.640429688E-1,1.347198486E-3,9.772877197E0
2.367500250E0,-3.635939026E-1,-8.981323242E-4,9.776619415E0
2.377522250E0,-3.692820740E-1,9.131011963E-3,9.773176575E0
2.387543250E0,-3.839515686E-1,1.511856079E-2,9.765392761E0
2.397565250E0,-3.867956543E-1,3.592529297E-3,9.791288910E0
2.407586250E0,-3.659889221E-1,5.987548828E-3,9.776020660E0
2.417608250E0,-3.722758484E-1,-2.095642090E-3,9.772428131E0
2.427629250E0,-3.921844482E-1,-5.239105225E-3,9.779014435E0
2.437651250E0,-3.628454590E-1,-5.388793945E-3,9.784253540E0
2.447673250E0,-3.712280273E-1,7.484436035E-4,9.774374084E0
2.457694250E0,-3.811074829E-1,-2.245330811E-3,9.779613190E0
2.467716250E0,-3.815565491E-1,8.981323242E-4,9.779463501E0
2.477737250E0,-3.743714905E-1,4.790039062E-3,9.777517548E0
2.487759250E0,-3.778143311E-1,-1.107696533E-2,9.768536224E0
2.497781250E0,-3.652404785E-1,4.939727783E-3,9.772428131E0
2.507802250E0,-3.876937866E-1,-6.286926270E-3,9.760153656E0
2.517824250E0,-3.640429688E-1,6.885681152E-3,9.778864746E0
2.527845250E0,-3.827540588E-1,-3.143463135E-3,9.770781555E0
2.537867250E0,-3.799099731E-1,-6.137237549E-3,9.786049805E0
2.547889250E0,-3.794609070E-1,1.152603149E-2,9.792336731E0
2.557910250E0,-3.652404785E-1,9.580078125E-3,9.778116302E0
2.567932250E0,-3.733236694E-1,-1.945953369E-3,9.777517548E0
2.577953250E0,-3.713777161E-1,9.580078125E-3,9.782457275E0
2.587975250E0,-3.661386108E-1,1.481918335E-2,9.785900116E0
2.597996250E0,-3.772155762E-1,4.640350342E-3,9.775721283E0
2.608018250E0,-3.772155762E-1,-6.436614990E-3,9.785151672E0
2.618040250E0,-3.644920349E-1,-1.347198486E-2,9.758806458E0
2.628061250E0,-3.809577942E-1,6.735992432E-3,9.774224396E0
2.638083250E0,-3.763174438E-1,1.092727661E-2,9.784253540E0
2.648104250E0,-3.713777161E-1,6.137237549E-3,9.771080933E0
2.658126250E0,-3.788621521E-1,5.837860107E-3,9.778565369E0
2.668148250E0,-3.620970154E-1,1.197509766E-3,9.781858521E0
2.678169250E0,-3.745211792E-1,-1.257385254E-2,9.774673462E0
2.688191250E0,-3.718267822E-1,-7.634124756E-3,9.785750427E0
2.698212250E0,-3.851490784E-1,-1.242416382E-2,9.775870972E0
2.708234250E0,-3.941304016E-1,3.293151855E-3,9.771679688E0
2.718256250E0,-3.823049927E-1,-8.083190918E-3,9.786049805E0
2.728277250E0,-3.797602844E-1,-7.783813477E-3,9.777816925E0
2.738299250E0,-3.818559265E-1,-1.047821045E-3,9.774523773E0
2.748320250E0,-3.719764709E-1,-2.694396973E-3,9.781110077E0
2.758342250E0,-3.707789612E-1,-2.844085693E-3,9.775421906E0
2.768363250E0,-3.757186890E-1,7.185058594E-3,9.775122528E0
2.778385250E0,-3.808081055E-1,-1.137634277E-2,9.778415680E0
2.788407250E0,-3.778143311E-1,1.017883301E-2,9.767189026E0
2.798428250E0,-3.823049927E-1,1.167572021E-2,9.775122528E0
2.808450250E0,-3.972738647E-1,-4.790039062E-3,9.763596497E0
2.818471250E0,-3.541635132E-1,-1.826202393E-2,9.784253540E0
2.828493250E0,-3.791615295E-1,2.395019531E-3,9.776918793E0
2.838515250E0,-3.769161987E-1,3.293151855E-3,9.776769104E0
2.848536250E0,-3.550616455E-1,-1.107696533E-2,9.781259766E0
2.858558250E0,-3.799099731E-1,-7.484436035E-4,9.769134979E0
2.868579250E0,-3.879931641E-1,-1.167572021E-2,9.785451050E0
2.878601250E0,-3.830534363E-1,1.047821045E-2,9.784253540E0
2.888623250E0,-3.567082214E-1,1.466949463E-2,9.781559143E0
2.898644250E0,-3.733236694E-1,1.287322998E-2,9.774374084E0
2.908666250E0,-3.667373657E-1,2.245330811E-3,9.771080933E0
2.918687250E0,-3.885919189E-1,-8.981323242E-4,9.758507080E0
2.928709250E0,-3.748205566E-1,6.885681152E-3,9.778116302E0
2.938731250E0,-3.776646423E-1,8.232879639E-3,9.755662994E0
2.948752250E0,-3.873944092E-1,-7.484436035E-4,9.778116302E0
2.958774250E0,-3.879931641E-1,1.197509766E-3,9.776170349E0
2.968795250E0,-3.743714905E-1,1.062789917E-2,9.760003967E0
2.978817250E0,-3.685336304E-1,-1.451980591E-2,9.769284668E0
2.988838250E0,-3.498225403E-1,1.047821045E-3,9.780361633E0
2.998860250E0,-3.632945251E-1,-4.041595459E-3,9.783056030E0
3.008882250E0,-3.659889221E-1,3.143463135E-3,9.795330505E0
3.018903250E0,-3.715274048E-1,-1.347198486E-3,9.780361633E0
3.028925250E0,-3.737727356E-1,6.735992432E-3,9.768386536E0
3.038946250E0,-3.746708679E-1,-1.182540894E-2,9.773026886E0
3.048968250E0,-3.858975220E-1,-1.167572021E-2,9.782157898E0
3.058990250E0,-3.790118408E-1,7.185058594E-3,9.754914551E0
3.069011250E0,-3.695814514E-1,5.239105225E-3,9.783056030E0
3.079033250E0,-3.749702454E-1,1.287322998E-2,9.784852295E0
3.089054250E0,-3.781137085E-1,-3.143463135E-3,9.788444824E0
3.099076250E0,-3.845503235E-1,-5.837860107E-3,9.780211945E0
3.109098250E0,-3.817062378E-1,2.245330811E-3,9.769733734E0
