"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.482000000E0,-3.805087280E-1,2.090253296E0,9.515262909E0
1.492022000E0,-4.053570557E-1,2.060614929E0,9.543254700E0
1.502044000E0,-4.442761230E-1,2.071691895E0,9.566456451E0
1.512066000E0,-4.372407532E-1,2.101629639E0,9.635163574E0
1.522088000E0,-4.200265503E-1,2.117945709E0,9.674980774E0
1.532109625E0,-4.035607910E-1,2.113455048E0,9.702224121E0
1.542131625E0,-4.471202087E-1,2.103575592E0,9.716444550E0
1.552153625E0,-4.909790039E-1,2.130220184E0,9.701475677E0
1.562175625E0,-4.879852295E-1,2.133663025E0,9.696236572E0
1.572197625E0,-4.730163574E-1,2.133812714E0,9.664951630E0
1.582219625E0,-4.496649170E-1,2.154469757E0,9.626331940E0
1.592241625E0,-4.281097412E-1,2.184108124E0,9.634564819E0
1.602263625E0,-4.656816101E-1,2.156715088E0,9.687704315E0
1.612285625E0,-4.761598206E-1,2.158810730E0,9.661658478E0
1.622307625E0,-4.544549561E-1,2.171384583E0,9.626182251E0
1.632329625E0,-4.528083801E-1,2.168390808E0,9.599986725E0
1.642351625E0,-4.514611816E-1,2.169738007E0,9.610614624E0
1.652373625E0,-4.716691589E-1,2.166893921E0,9.592053223E0
1.662395625E0,-4.647834778E-1,2.158661041E0,9.547296295E0
1.672417625E0,-4.352947998E-1,2.151026917E0,9.481133881E0
1.682439625E0,-4.376898193E-1,2.130669250E0,9.457632751E0
1.692461625E0,-4.752616882E-1,2.139351196E0,9.479487305E0
1.702483625E0,-5.063969421E-1,2.151326294E0,9.476493530E0
1.712505625E0,-5.147795105E-1,2.143392792E0,9.466464386E0
1.722527625E0,-4.870870972E-1,2.144141235E0,9.471553802E0
1.732550625E0,-4.514611816E-1,2.149230652E0,9.468560028E0
1.742572625E0,-4.478686523E-1,2.144141235E0,9.512119446E0
1.752594625E0,-4.162843323E-1,2.128274231E0,9.546847229E0
1.762616625E0,-4.134402466E-1,2.089205475E0,9.596094818E0
1.772638625E0,-3.836521912E-1,2.114502869E0,9.652677155E0
1.782660625E0,-3.950285339E-1,2.129621429E0,9.647587738E0
1.792682625E0,-4.188290405E-1,2.135309601E0,9.599986725E0
1.802704625E0,-4.766088867E-1,2.106419678E0,9.555678864E0
1.812726625E0,-4.987628174E-1,2.102827148E0,9.485624542E0
1.822748625E0,-4.911286926E-1,2.120490417E0,9.458680573E0
1.832770625E0,-4.812492371E-1,2.176473999E0,9.451794891E0
1.842792625E0,-5.113366699E-1,2.197729797E0,9.434131622E0
1.852814625E0,-5.614823914E-1,2.194586334E0,9.437724152E0
1.862836625E0,-5.869294739E-1,2.144889679E0,9.444609833E0
1.872858625E0,-5.578898621E-1,2.175126801E0,9.472002869E0
1.882880625E0,-5.152285767E-1,2.208208008E0,9.500743103E0
1.892902625E0,-5.093907166E-1,2.213447113E0,9.543254700E0
