"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.138339125E0,1.999092865E0,3.675606537E0,4.918771362E0
3.148358125E0,2.206561432E0,3.661984863E0,5.103636932E0
3.158377125E0,2.232607269E0,3.640130310E0,5.250930634E0
3.168396125E0,2.211650848E0,3.598217468E0,5.345982971E0
3.178414125E0,2.129771118E0,3.527115326E0,5.339995422E0
3.188433125E0,1.957629089E0,3.464395752E0,5.336253204E0
3.198452125E0,1.735041962E0,3.441493378E0,5.297184448E0
3.208471125E0,1.565893707E0,3.365750885E0,5.251529388E0
3.218490125E0,1.331630859E0,3.375480652E0,5.249134369E0
3.228509125E0,1.148112488E0,3.409459991E0,5.119354248E0
3.238528125E0,9.105564880E-1,3.445235596E0,4.908742218E0
3.248547125E0,5.969586182E-1,3.529660034E0,4.739593964E0
3.258566125E0,3.001258850E-1,3.685785370E0,4.670138397E0
3.268585125E0,-6.915618896E-2,3.860172729E0,4.654271393E0
3.278604125E0,-4.840933228E-1,4.035458221E0,4.680017853E0
3.288623125E0,-9.548643494E-1,4.165687408E0,4.774172058E0
3.298642125E0,-1.353036346E0,4.297712860E0,5.044210510E0
3.308661125E0,-1.673968964E0,4.546944580E0,5.473667450E0
3.318679125E0,-2.016007690E0,5.003195801E0,5.970634003E0
3.328698125E0,-2.352058868E0,5.529052277E0,6.531068573E0
3.338717125E0,-2.639012146E0,6.034551086E0,7.155270538E0
3.348736125E0,-2.824027405E0,6.478527832E0,7.850275269E0
3.358755125E0,-2.844534760E0,6.820267181E0,8.536148987E0
3.368774125E0,-2.791095886E0,7.001091156E0,9.268426208E0
3.378793125E0,-2.507585449E0,7.120542755E0,1.003632935E1
3.388812125E0,-2.063908081E0,7.121141510E0,1.074884766E1
3.398831125E0,-1.683698730E0,7.106771393E0,1.142768600E1
3.408850125E0,-1.472487946E0,7.007677460E0,1.189231979E1
3.418868250E0,-1.375040588E0,6.912924500E0,1.220546860E1
3.428887250E0,-1.380429382E0,6.940916290E0,1.225306961E1
3.438906250E0,-1.548529816E0,7.024292908E0,1.201251984E1
3.448925250E0,-1.686243439E0,7.285200348E0,1.154414383E1
3.458943250E0,-1.577419739E0,7.683522034E0,1.095377151E1
3.468962250E0,-1.255588989E0,7.805817719E0,1.028526169E1
3.478981250E0,-6.271957397E-1,7.586972809E0,9.700278168E0
3.489000250E0,2.154020691E-1,7.442074127E0,9.457333374E0
3.499019250E0,1.081650696E0,7.240892487E0,9.748178558E0
3.509038250E0,1.843416595E0,6.854845276E0,1.035037628E1
3.519057250E0,2.381846924E0,6.392756195E0,1.119162689E1
3.529076250E0,2.561623077E0,5.874234467E0,1.183528839E1
3.539095250E0,2.438429260E0,4.966821442E0,1.226609253E1
3.549114250E0,2.229763184E0,3.947740631E0,1.256711655E1
3.559133250E0,2.181413727E0,3.043620758E0,1.273401947E1
3.569152250E0,2.254162445E0,2.528841248E0,1.259989838E1
3.579171250E0,2.288141785E0,2.254012756E0,1.198228271E1
