"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.190757042E0,2.412131056E-2,3.980002552E-2,1.011539437E-2
3.200779042E0,1.163960900E-2,2.721206099E-2,1.339321304E-2
3.210801042E0,1.079529320E-4,9.658064693E-3,1.391632017E-2
3.220823042E0,-1.646969281E-2,-9.291659109E-3,1.134317368E-2
3.230845042E0,-2.090456523E-2,-2.568292245E-2,6.464042235E-3
3.240867042E0,-1.089134533E-2,-2.378861606E-2,1.116148778E-3
3.250889042E0,3.673448227E-4,-1.168876980E-2,4.854381084E-3
3.260911042E0,8.459892124E-3,4.400717095E-3,6.329239812E-3
3.270933042E0,9.860084392E-3,1.751922071E-2,1.019049529E-2
3.280955042E0,1.696459949E-2,3.333280236E-2,1.113085728E-2
3.290977042E0,2.156023681E-2,3.727583960E-2,1.250189543E-2
3.300999042E0,1.844087616E-2,2.771295980E-2,1.014286745E-2
3.311021042E0,7.435088512E-3,9.311699308E-3,4.674978554E-3
3.321043042E0,-5.039157812E-3,-8.438269608E-3,-1.810351387E-3
3.331065042E0,-1.585212536E-2,-1.883551665E-2,-5.414673593E-3
3.341087042E0,-1.724309474E-2,-1.299120951E-2,-6.432267372E-3
3.351109042E0,-1.771236211E-2,-4.092566669E-4,-1.086942619E-3
3.361131042E0,-1.843194850E-2,7.250260562E-3,-1.032880391E-3
3.371153042E0,-1.366603374E-2,4.436288029E-3,-1.756618032E-3
3.381176042E0,-4.767347593E-3,-6.809176411E-3,-3.541697515E-5
3.391198042E0,3.951802384E-3,-7.040643133E-3,-3.039275063E-3
3.401220042E0,1.358605362E-2,2.310248092E-3,-6.155173760E-3
3.411242042E0,2.048849314E-2,1.563316956E-2,-4.480060190E-3
3.421264042E0,2.046186104E-2,3.068588674E-2,3.911275999E-4
3.431286042E0,1.514961571E-2,3.531522304E-2,-3.940509050E-4
3.441308042E0,7.081569172E-3,3.109011799E-2,-3.530189395E-3
3.451330042E0,-6.505853496E-3,2.523211762E-2,-1.420251210E-3
3.461352042E0,-1.495606266E-2,8.801477030E-3,-3.596320283E-3
3.471374042E0,-2.456803992E-2,-1.041638851E-2,-3.586525097E-3
3.481396042E0,-3.685985878E-2,-2.474073321E-2,-7.976479828E-3
3.491418042E0,-4.003900662E-2,-2.505137399E-2,-5.771904252E-3
3.501440042E0,-3.841367736E-2,-1.289883815E-2,-5.902931560E-3
3.511462042E0,-2.806673199E-2,-2.184253186E-3,-5.341076292E-3
3.521484042E0,-1.539700944E-2,-3.084668424E-3,-6.289960351E-3
3.531506042E0,1.208598493E-3,1.245327853E-2,-3.977164743E-4
3.541528375E0,9.119784459E-3,1.441283338E-2,-1.221165876E-3
3.551550375E0,8.310129866E-3,9.821620770E-3,2.850831486E-3
3.561572375E0,6.254701875E-3,1.247359533E-2,3.211956006E-3
3.571594375E0,8.286738885E-4,7.162489928E-3,4.235070199E-3
3.581616375E0,-8.139520884E-3,1.014848240E-3,1.061647432E-3
3.591638375E0,-1.373009849E-2,-5.843131337E-3,3.988853656E-3
3.601660375E0,-9.500465356E-3,-8.465088904E-4,6.701549515E-3
3.611682375E0,2.549707424E-3,-6.431653630E-3,1.714186044E-3
3.621704375E0,1.004277728E-2,-8.840216324E-3,-1.557507319E-3
3.631726375E0,1.291393116E-2,-7.189589553E-3,-1.760440180E-3
3.641748375E0,7.917042822E-3,3.476887941E-4,-5.101908464E-3
3.651771375E0,8.641649038E-3,1.983629540E-3,-5.536881275E-3
3.661793375E0,9.843799286E-3,6.171623245E-4,-3.212740645E-3
3.671815375E0,9.524545632E-3,-1.725696027E-3,-6.209877320E-3
3.681837375E0,9.720820934E-3,1.699928194E-3,-3.956044093E-3
3.691859375E0,7.582874503E-3,1.195393503E-2,-6.146149710E-3
3.701881375E0,7.518159691E-3,1.819276251E-3,-4.949325230E-3
3.711903375E0,8.061138913E-3,-3.661548253E-3,-4.947538953E-3
3.721925375E0,4.700229969E-3,-1.683086157E-3,-4.891878925E-3
3.731947375E0,1.476926962E-3,-7.404033095E-4,-2.631278941E-3
3.741969375E0,-4.130092449E-3,-1.439749263E-3,-1.590515487E-3
