"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.037522750E0,-2.145124599E-2,-8.206462860E-2,8.197795600E-3
2.047540750E0,-3.483789042E-2,-6.858876348E-2,-6.006174255E-3
2.057558750E0,-2.856486104E-2,-6.754291803E-2,-2.292818949E-2
2.067576750E0,-1.230972447E-2,-6.623797119E-2,-2.658364549E-2
2.077594750E0,1.409711665E-3,-5.161335319E-2,-1.689050905E-2
2.087612750E0,1.094143186E-2,-2.594474144E-2,-4.630380776E-3
2.097630750E0,1.414656918E-2,-4.824687727E-3,1.524330117E-3
2.107648750E0,5.487300456E-3,7.559666410E-4,4.062322434E-3
2.117666750E0,-1.957808272E-4,-1.311550662E-2,-1.374413352E-2
2.127684750E0,-5.198528990E-3,-4.130799696E-2,-3.997866437E-2
2.137702750E0,-7.902702317E-3,-6.424260885E-2,-5.565403029E-2
2.147720750E0,-1.368735451E-2,-9.022440761E-2,-6.003386527E-2
2.157738750E0,-1.950289868E-2,-9.909113497E-2,-6.013400108E-2
2.167756750E0,-2.666334063E-2,-9.405429661E-2,-5.914144218E-2
2.177774750E0,-3.234056383E-2,-7.848354429E-2,-4.954244941E-2
2.187792750E0,-2.999778092E-2,-5.783471838E-2,-3.705781698E-2
2.197810750E0,-2.289336920E-2,-4.184648767E-2,-3.320784494E-2
2.207828750E0,-2.011942118E-2,-4.100519419E-2,-3.050500341E-2
2.217846750E0,-2.221091650E-2,-4.420300946E-2,-2.778112702E-2
2.227864750E0,-2.832500264E-2,-6.441453844E-2,-2.564500459E-2
2.237882750E0,-2.177679911E-2,-7.004593313E-2,-1.407262683E-2
2.247900750E0,-1.380729023E-2,-5.278039724E-2,3.151899204E-3
2.257919750E0,-7.331547327E-3,-3.476784006E-2,2.180095017E-2
2.267937750E0,-4.626840819E-3,-2.740340121E-2,3.592742234E-2
2.277955750E0,-1.283860486E-2,-2.621293440E-2,4.099927470E-2
2.287973750E0,-1.979265176E-2,-2.134360932E-2,3.921522200E-2
2.297991750E0,-2.665642649E-2,-2.041320130E-2,3.777034581E-2
2.308009750E0,-3.415589035E-2,-3.323632106E-2,3.484858945E-2
2.318026750E0,-4.038841650E-2,-5.564770848E-2,2.851584181E-2
2.328045750E0,-3.439790010E-2,-5.577900261E-2,2.097004093E-2
2.338063750E0,-2.473560721E-2,-1.973744482E-2,1.118027419E-2
2.348081750E0,-8.315353654E-3,2.844020538E-2,-1.236980548E-3
2.358099750E0,1.399417990E-3,4.941982031E-2,-1.965900511E-2
2.368117750E0,7.209370378E-3,4.450175911E-2,-2.369742282E-2
2.378135750E0,9.629604407E-3,2.265160903E-2,-1.032118686E-2
2.388153750E0,1.430797949E-2,-2.815883979E-2,-1.215572353E-3
2.398171750E0,2.897396125E-2,-8.026816696E-2,1.049877144E-2
2.408189750E0,4.819532484E-2,-8.987951279E-2,1.959799230E-2
2.418207750E0,4.639180750E-2,-6.211725250E-2,2.827788889E-2
2.428225750E0,2.503698692E-2,-3.526539728E-2,2.835432068E-2
2.438243750E0,5.937977228E-3,-2.952719107E-2,2.787096240E-2
2.448261750E0,-7.275829092E-3,-2.147592418E-2,2.607173100E-2
2.458279750E0,1.327026170E-3,-8.619536646E-3,1.712246984E-2
2.468297750E0,9.914921597E-3,3.213686869E-3,1.541058905E-2
2.478315750E0,1.546272729E-2,1.303280611E-2,1.595276222E-2
2.488333750E0,8.133174852E-3,1.357981842E-2,2.035736479E-2
2.498351750E0,1.394265215E-3,1.670641825E-3,3.561903909E-2
2.508369750E0,-8.020435926E-4,-1.031544805E-2,4.377922788E-2
2.518387750E0,6.972893141E-3,-1.533990167E-2,4.979528487E-2
2.528405750E0,1.676293835E-2,-8.440450765E-3,4.894333705E-2
2.538423750E0,1.693098433E-2,5.807193927E-3,4.404418916E-2
2.548441750E0,1.189838629E-3,-5.224949680E-3,3.846513107E-2
2.558459750E0,-1.022713259E-2,-1.688826457E-2,2.090131678E-2
2.568477750E0,-1.863659732E-2,-8.937928826E-3,4.442715086E-3
2.578495750E0,-2.478303388E-2,7.537194528E-3,-1.644589240E-3
2.588513750E0,-2.414280921E-2,2.063009515E-2,1.727771480E-3
2.598531750E0,-1.254738308E-2,2.243557386E-2,8.999944665E-3
2.608549750E0,-1.287804218E-3,1.838154159E-3,2.659118734E-2
2.618567750E0,8.456898853E-3,-9.200485423E-3,3.959763423E-2
2.628585750E0,5.235272460E-3,-1.363065373E-2,3.295011818E-2
2.638603750E0,-3.108920064E-3,-1.587291248E-2,1.254591998E-2
2.648621750E0,-1.489447337E-2,-1.514933165E-2,-2.187170833E-2
2.658639750E0,-1.947700977E-2,-1.567073353E-2,-5.018349737E-2
2.668657750E0,-2.077849582E-2,-1.046878006E-2,-5.208472908E-2
2.678675750E0,-1.614297554E-2,-1.507912204E-2,-3.713359684E-2
2.688693750E0,1.625902485E-3,-2.818959765E-2,-1.609302685E-2
2.698711750E0,1.539806928E-2,-3.457671404E-2,8.730670437E-3
2.708729750E0,2.826593071E-2,-2.898780257E-2,2.646572515E-2
2.718747750E0,3.146398067E-2,-1.096087974E-2,3.633312136E-2
2.728765750E0,2.261243388E-2,7.573921233E-3,3.299538046E-2
2.738783750E0,5.768032745E-3,5.526442081E-3,2.343254909E-2
2.748801750E0,6.125961430E-3,4.351189360E-3,1.017080527E-2
2.758819750E0,3.542430350E-4,-1.021166239E-2,9.517260827E-3
2.768837750E0,9.258256294E-3,-3.601963166E-3,1.242143754E-2
2.778855750E0,1.126541104E-2,1.532068383E-2,1.460285299E-2
2.788873750E0,6.218187977E-3,2.267979831E-2,1.362307556E-2
2.798891750E0,-3.096194938E-3,1.883731782E-2,6.682036445E-3
2.808909750E0,-1.521597430E-2,9.710933082E-3,2.872384619E-3
2.818927750E0,-2.077534609E-2,3.683660179E-4,1.187977847E-3
2.828945750E0,-1.950714923E-2,-8.009672165E-3,4.276453401E-4
2.838963750E0,-1.379412413E-2,-2.214349993E-2,5.603819154E-4
2.848981750E0,-7.111720741E-3,-2.434992790E-2,2.594447578E-4
2.858999625E0,-4.672149080E-4,-8.521365933E-3,6.150875706E-3
2.869017625E0,-7.719534915E-3,-9.987702593E-3,2.118974552E-2
2.879035625E0,-6.386727095E-3,-1.720739901E-2,3.825131804E-2
2.889053625E0,5.923202261E-3,-2.329112403E-2,4.700645804E-2
2.899071625E0,2.582267672E-2,-2.507713065E-2,5.229734257E-2
2.909089625E0,4.335666448E-2,-1.861070842E-2,5.018012971E-2
2.919107625E0,4.198547080E-2,-3.264752030E-2,5.097932369E-2
2.929125625E0,2.438304201E-2,-4.959987104E-2,4.198902473E-2
2.939143625E0,1.023641136E-2,-4.467335716E-2,2.530912869E-2
2.949161625E0,-4.292729776E-3,-2.040290460E-2,1.381572429E-2
2.959179625E0,-1.276397891E-2,1.098804176E-2,8.528817445E-3
