"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.506125250E0,1.361673386E1,-4.925357666E0,8.437953186E-1
3.516142250E0,1.483026031E1,-5.343138885E0,1.283730469E0
3.526159250E0,1.566552338E1,-5.961203613E0,1.611997833E0
3.536176250E0,1.611758331E1,-7.037016449E0,1.687291260E0
3.546193250E0,1.613988693E1,-8.449329529E0,1.670526123E0
3.556210250E0,1.578063400E1,-9.812544708E0,1.616638184E0
3.566227250E0,1.485705460E1,-1.082174606E1,1.371298370E0
3.576244250E0,1.442999268E1,-1.231863327E1,1.000220032E0
3.586262250E0,1.348096619E1,-1.310734314E1,3.787124634E-1
3.596279250E0,1.253478378E1,-1.342812607E1,-2.649490356E-1
3.606296250E0,1.192959229E1,-1.380564102E1,-1.047821045E0
3.616313250E0,1.117740646E1,-1.377555359E1,-1.774260406E0
3.626330250E0,1.059496765E1,-1.345462097E1,-2.330503693E0
3.636347250E0,1.015862503E1,-1.297950897E1,-2.801274719E0
3.646364250E0,9.545200653E0,-1.249361938E1,-3.182681580E0
3.656381250E0,8.994196472E0,-1.209963867E1,-3.610342255E0
3.666398250E0,8.436456299E0,-1.163066391E1,-3.993395691E0
3.676415250E0,7.811356201E0,-1.101424576E1,-4.239783325E0
3.686432250E0,7.289391632E0,-1.039707916E1,-4.452041931E0
3.696449250E0,6.856042786E0,-9.774673462E0,-4.567451935E0
3.706466250E0,6.811285858E0,-9.223968658E0,-4.585713959E0
3.716483250E0,6.731801147E0,-8.745114441E0,-4.608466644E0
3.726500250E0,6.619235229E0,-8.419990540E0,-4.520150299E0
3.736517250E0,6.525530090E0,-8.191116486E0,-4.395908661E0
3.746534250E0,6.473139038E0,-8.000263367E0,-4.204007721E0
3.756551250E0,6.421646118E0,-7.873177643E0,-4.025728455E0
3.766568250E0,6.343508606E0,-7.802075500E0,-3.918850708E0
3.776585250E0,6.183341675E0,-7.745792542E0,-3.845503235E0
3.786603250E0,5.927972717E0,-7.653434601E0,-3.785777435E0
3.796620250E0,5.701643372E0,-7.562423859E0,-3.680097198E0
3.806637250E0,5.553002472E0,-7.551945648E0,-3.464844818E0
3.816654250E0,5.404960327E0,-7.654781799E0,-3.171305237E0
3.826671250E0,5.282664642E0,-7.816894684E0,-2.862048340E0
3.836688250E0,5.202730865E0,-8.110733643E0,-2.617307281E0
3.846705250E0,5.215753784E0,-8.691974945E0,-2.579136658E0
3.856722250E0,5.147795105E0,-9.473350067E0,-2.680326233E0
3.866739250E0,5.109325104E0,-1.028556107E1,-2.805466003E0
3.876756250E0,5.077591095E0,-1.096724350E1,-2.849474487E0
3.886773250E0,4.906197510E0,-1.141960281E1,-2.855162659E0
3.896790250E0,4.553979950E0,-1.147633484E1,-2.846480713E0
3.906807250E0,3.960763550E0,-1.104238724E1,-2.712359619E0
3.916824250E0,3.529061279E0,-1.054721695E1,-2.473007355E0
3.926841250E0,3.249742126E0,-1.021415955E1,-2.402354279E0
3.936858250E0,3.051404572E0,-1.059511734E1,-2.721340942E0
