"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.390395875E0,-7.999868103E-6,4.805950448E-4,-6.883586757E-4
1.400417875E0,-1.798709389E-3,-3.327345476E-4,-4.611910554E-4
1.410438875E0,-1.054699067E-3,-9.135445580E-4,1.435482758E-3
1.420460875E0,7.421358023E-4,2.039177343E-4,-3.493677941E-4
1.430482875E0,-1.626289450E-3,3.906711936E-5,-1.845597057E-3
1.440503875E0,-1.318161725E-3,-1.122001559E-4,1.079885405E-3
1.450525875E0,-2.225018572E-3,8.036540821E-4,-2.361231251E-3
1.460546875E0,-3.719911329E-4,-2.482154407E-3,1.016455935E-3
1.470568875E0,6.761816330E-4,1.833819784E-3,1.324427431E-4
1.480589875E0,1.148093841E-3,3.051646054E-4,1.093843952E-3
1.490611875E0,5.824335385E-4,1.691437326E-3,-9.731614264E-4
1.500633875E0,-2.378468867E-3,3.683781251E-4,-7.963275420E-4
1.510654875E0,-2.584901173E-3,1.852259040E-3,-1.229358837E-3
1.520676875E0,-1.840281300E-3,6.106933579E-4,-1.138811349E-3
1.530697875E0,-1.874344074E-3,1.119595021E-3,-1.218911726E-3
1.540719875E0,-8.945671725E-4,3.249198198E-5,1.351837767E-3
1.550740875E0,-4.770369560E-4,2.697166055E-4,1.096652122E-3
1.560762875E0,2.311558928E-3,-2.845116891E-3,2.138142299E-4
1.570783875E0,9.339430835E-4,2.540787682E-4,-1.675054315E-3
1.580805875E0,-2.453046036E-4,1.750509255E-3,1.297566108E-3
1.590827875E0,6.333407509E-5,-1.763565466E-3,2.388075809E-4
1.600848875E0,-1.228831708E-3,2.625677735E-4,1.562495600E-4
1.610870875E0,-1.387661672E-3,6.076581776E-4,1.401542220E-3
1.620891875E0,8.701662300E-4,-1.135913655E-3,-7.324487669E-4
1.630913875E0,3.814520896E-4,-5.656192079E-4,2.610456664E-3
1.640935875E0,1.353239524E-3,9.704921395E-4,-2.551814774E-3
1.650956875E0,-3.255686024E-4,2.110853791E-3,-4.752548411E-4
1.660978875E0,-2.484859666E-3,-8.039548993E-5,9.492700920E-4
1.670999875E0,1.155250240E-3,2.266755328E-4,1.060365466E-3
1.681021875E0,5.339346826E-4,1.534554176E-3,-6.991850096E-4
1.691042875E0,2.237454057E-3,-6.975969300E-4,-1.663186122E-3
1.701064875E0,-1.938116038E-3,-2.709589899E-4,1.220484730E-3
1.711086875E0,1.334886532E-3,7.373932749E-5,2.240396105E-3
1.721107875E0,-1.096046763E-3,8.047772571E-4,-2.251850674E-6
1.731129875E0,1.016367023E-4,-7.153097540E-4,8.560292190E-4
1.741150875E0,2.266520401E-3,-1.759001985E-3,6.211383734E-4
1.751172875E0,-1.144542941E-3,1.904293895E-3,1.290284446E-3
1.761193875E0,7.966352277E-4,-1.665939577E-3,-1.892192988E-3
1.771215875E0,-1.059708302E-5,5.610426888E-4,1.055598492E-3
1.781237875E0,-2.138462616E-3,-1.617156900E-3,-1.489492133E-4
1.791258875E0,9.875657270E-4,-1.000354066E-3,8.280533366E-4
1.801280875E0,-1.195103323E-4,-4.637269303E-4,-8.308296674E-4
1.811301875E0,1.847551612E-4,-2.079910599E-3,2.487644961E-4
1.821323875E0,-9.582736529E-4,-1.313718967E-3,-1.393074286E-3
1.831344875E0,4.390106478E-4,9.346194565E-4,-2.131260699E-4
1.841366875E0,-1.101361704E-3,1.306130551E-3,1.184767112E-3
1.851388875E0,1.355029061E-3,4.793517292E-5,-3.957262088E-4
1.861409875E0,5.129375495E-4,-1.615742221E-3,1.021608128E-3
1.871431875E0,-1.712659956E-3,-9.502563626E-5,-9.095644346E-4
1.881452875E0,9.273316246E-4,1.699589193E-4,-6.091598189E-4
1.891474875E0,-1.918881608E-4,-1.491047442E-6,-1.851122011E-3
1.901495875E0,1.571390894E-3,-5.671465769E-4,3.167871386E-3
1.911517875E0,-2.382786013E-3,9.180549532E-4,-9.158393368E-6
1.921539875E0,-2.153221518E-3,7.739784196E-4,-1.702928799E-3
