"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.196558417E0,-3.282963037E-1,2.265828475E-2,1.578665897E-2
2.206577417E0,-3.986517191E-1,1.213214174E-2,7.639753819E-2
2.216596417E0,-4.912005365E-1,-6.025316939E-2,1.529265493E-1
2.226615417E0,-6.100720763E-1,-1.493974179E-1,2.256076783E-1
2.236634417E0,-6.663988829E-1,-2.071023583E-1,2.789580822E-1
2.246653417E0,-6.397054791E-1,-2.254174501E-1,3.105623424E-1
2.256672417E0,-6.525232792E-1,-2.687327266E-1,3.523081839E-1
2.266691417E0,-6.862197518E-1,-2.903853059E-1,4.461055100E-1
2.276710417E0,-6.908351779E-1,-3.095620871E-1,5.224463344E-1
2.286729417E0,-6.519356966E-1,-2.866581082E-1,5.806388259E-1
2.296747417E0,-5.990561843E-1,-2.733203769E-1,6.268298030E-1
2.306766417E0,-5.280813575E-1,-2.362233400E-1,6.248121858E-1
2.316785417E0,-4.133625925E-1,-2.249501497E-1,5.768961310E-1
2.326804417E0,-3.198430240E-1,-2.398225665E-1,5.039817095E-1
2.336823417E0,-2.591844499E-1,-2.880743742E-1,4.229354560E-1
2.346842417E0,-2.190431505E-1,-3.409676850E-1,3.606145680E-1
2.356861417E0,-1.535005569E-1,-3.542605937E-1,3.547090888E-1
2.366880417E0,-4.560657218E-2,-2.499206364E-1,3.855423629E-1
2.376899417E0,9.301542491E-2,-5.039725080E-2,4.193004668E-1
2.386918417E0,2.188860029E-1,6.897627562E-2,4.177925885E-1
2.396937417E0,3.140714467E-1,7.944108546E-2,3.681152761E-1
2.406956417E0,3.592730165E-1,2.971400693E-2,2.532251775E-1
2.416976125E0,3.318349421E-1,-1.181133911E-1,6.104205921E-2
2.426995125E0,2.242624015E-1,-2.965505123E-1,-1.810440719E-1
2.437013125E0,1.828439385E-1,-4.456147254E-1,-3.898883164E-1
2.447032125E0,3.047943413E-1,-5.443602204E-1,-4.981268942E-1
2.457051125E0,4.843069911E-1,-5.398548841E-1,-5.224350095E-1
2.467070125E0,6.638506055E-1,-4.137488902E-1,-4.948425889E-1
2.477089125E0,8.187918663E-1,-2.343018651E-1,-4.522993267E-1
2.487108125E0,9.220045209E-1,-1.056410968E-1,-4.261907637E-1
2.497127125E0,9.500655532E-1,-2.144013904E-2,-4.524514079E-1
2.507146125E0,8.975530863E-1,6.547052413E-2,-5.185510516E-1
2.517165125E0,7.502322197E-1,1.307578832E-1,-6.095409393E-1
2.527184125E0,5.531697273E-1,1.630324721E-1,-6.995592713E-1
2.537203125E0,3.666250110E-1,1.745161712E-1,-7.807906866E-1
2.547222125E0,2.000485510E-1,1.652584970E-1,-8.315342665E-1
2.557241125E0,3.763058782E-2,1.370926052E-1,-8.362681866E-1
2.567260125E0,-1.234485805E-1,1.001582891E-1,-7.828211784E-1
2.577279125E0,-2.762904465E-1,7.415878773E-2,-6.872919798E-1
2.587298125E0,-4.118088782E-1,7.485067844E-2,-5.794424415E-1
2.597316125E0,-5.140081644E-1,8.595544100E-2,-4.794138968E-1
2.607335125E0,-5.601934791E-1,8.844469488E-2,-4.030442834E-1
2.617354125E0,-5.491822958E-1,7.447825372E-2,-3.626901209E-1
2.627373125E0,-4.937427044E-1,4.614887759E-2,-3.577800393E-1
2.637392125E0,-4.077835381E-1,-4.053721670E-3,-3.956106901E-1
2.647411125E0,-3.153497577E-1,-6.758369505E-2,-4.604307115E-1
2.657430125E0,-2.370843738E-1,-1.277076602E-1,-5.410707593E-1
2.667449125E0,-1.847212911E-1,-1.733909994E-1,-6.113976836E-1
2.677468125E0,-1.563272178E-1,-1.985961348E-1,-6.788207293E-1
2.687487125E0,-1.358480453E-1,-2.040353715E-1,-7.320610285E-1
2.697506125E0,-1.110708565E-1,-1.968710572E-1,-7.669975758E-1
2.707525125E0,-8.727364987E-2,-1.942880452E-1,-7.786324024E-1
2.717544125E0,-8.323915303E-2,-1.966537535E-1,-7.652840018E-1
2.727563125E0,-9.103209525E-2,-2.261533439E-1,-7.397091389E-1
2.737582125E0,-1.116753295E-1,-2.697273493E-1,-6.882172823E-1
2.747600125E0,-1.619140059E-1,-3.370901346E-1,-6.255163550E-1
2.757619125E0,-2.488413006E-1,-4.099401832E-1,-5.553682446E-1
